date	close	fakedate	year
2-Jul-02	84.9	2-Jul-14	2002
25-Jun-02	80.53	25-Jun-14	2002
18-Jun-02	81.8	18-Jun-14	2002
11-Jun-02	79.09	11-Jun-14	2002
4-Jun-02	81.34	4-Jun-14	2002
28-May-02	83.37	28-May-14	2002
21-May-02	79	21-May-14	2002
14-May-02	84.78	14-May-14	2002
7-May-02	94.91	7-May-14	2002
30-Apr-02	94.19	30-Apr-14	2002
23-Apr-02	96.04	23-Apr-14	2002
16-Apr-02	99.69	16-Apr-14	2002
9-Apr-02	98.82	9-Apr-14	2002
2-Apr-02	99.05	2-Apr-14	2002
26-Mar-02	93.63	26-Mar-14	2002
19-Mar-02	90.04	19-Mar-14	2002
12-Mar-02	89.89	12-Mar-14	2002
5-Mar-02	86.96	5-Mar-14	2002
26-Feb-02	87.65	26-Feb-14	2002
19-Feb-02	81.11	19-Feb-14	2002
12-Feb-02	81.22	12-Feb-14	2002
5-Feb-02	79.49	5-Feb-14	2002
29-Jan-02	77.02	29-Jan-14	2002
22-Jan-02	76.73	22-Jan-14	2002
15-Jan-02	76.33	15-Jan-14	2002
8-Jan-02	72.92	8-Jan-14	2002
1-Jan-02	63.6	1-Jan-14	2002
25-Dec-01	61.7	25-Dec-14	2001
18-Dec-01	61.58	18-Dec-14	2001
11-Dec-01	61.74	11-Dec-14	2001
4-Dec-01	61.49	4-Dec-14	2001
27-Nov-01	57.31	27-Nov-14	2001
20-Nov-01	67.67	20-Nov-14	2001
13-Nov-01	67.69	13-Nov-14	2001
6-Nov-01	56.46	6-Nov-14	2001
30-Oct-01	53.32	30-Oct-14	2001
23-Oct-01	49.18	23-Oct-14	2001
16-Oct-01	41.41	16-Oct-14	2001
9-Oct-01	41.79	9-Oct-14	2001
2-Oct-01	37.79	2-Oct-14	2001
25-Sep-01	34.26	25-Sep-14	2001
18-Sep-01	38.9	18-Sep-14	2001
11-Sep-01	53.71	11-Sep-14	2001
4-Sep-01	42.45	4-Sep-14	2001
28-Aug-01	30.96	28-Aug-14	2001
21-Aug-01	27.67	21-Aug-14	2001
14-Aug-01	30.17	14-Aug-14	2001
7-Aug-01	32.39	7-Aug-14	2001
31-Jul-01	28.28	31-Jul-14	2001
24-Jul-01	34.43	24-Jul-14	2001
17-Jul-01	31.25	17-Jul-14	2001
10-Jul-01	34.25	10-Jul-14	2001
3-Jul-01	36.7	3-Jul-14	2001
26-Jun-01	28.29	26-Jun-14	2001
19-Jun-01	22.55	19-Jun-14	2001
12-Jun-01	20	12-Jun-14	2001
5-Jun-01	14.28	5-Jun-14	2001
29-May-01	14.26	29-May-14	2001
22-May-01	14.26	22-May-14	2001
15-May-01	14.32	15-May-14	2001
8-May-01	13.74	8-May-14	2001
1-May-01	14.48	1-May-14	2001
24-Apr-01	16.67	24-Apr-14	2001
17-Apr-01	19.48	17-Apr-14	2001
10-Apr-01	23.54	10-Apr-14	2001
3-Apr-01	26.18	3-Apr-14	2001
27-Mar-01	26.28	27-Mar-14	2001
20-Mar-01	26.28	20-Mar-14	2001
13-Mar-01	26.52	13-Mar-14	2001
6-Mar-01	23.42	6-Mar-14	2001
27-Feb-01	23.99	27-Feb-14	2001
20-Feb-01	27.39	20-Feb-14	2001
13-Feb-01	27.24	13-Feb-14	2001
6-Feb-01	31.46	6-Feb-14	2001
30-Jan-01	33.81	30-Jan-14	2001
23-Jan-01	42.57	23-Jan-14	2001
16-Jan-01	26.93	16-Jan-14	2001
9-Jan-01	26.93	9-Jan-14	2001
2-Jan-01	32.69	2-Jan-14	2001
26-Dec-00	32.69	26-Dec-14	2000
19-Dec-00	37.19	19-Dec-14	2000
12-Dec-00	40.79	12-Dec-14	2000
5-Dec-00	42.89	5-Dec-14	2000
28-Nov-00	46.66	28-Nov-14	2000
21-Nov-00	46.48	21-Nov-14	2000
14-Nov-00	47.14	14-Nov-14	2000
7-Nov-00	55.03	7-Nov-14	2000
31-Oct-00	81.12	31-Oct-14	2000
24-Oct-00	86.96	24-Oct-14	2000
17-Oct-00	76.63	17-Oct-14	2000
10-Oct-00	71.46	10-Oct-14	2000
3-Oct-00	73.63	3-Oct-14	2000
26-Sep-00	74.78	26-Sep-14	2000
19-Sep-00	73.29	19-Sep-14	2000
12-Sep-00	70.07	12-Sep-14	2000
5-Sep-00	67.79	5-Sep-14	2000
29-Aug-00	55.71	29-Aug-14	2000
22-Aug-00	46.79	22-Aug-14	2000
15-Aug-00	53.93	15-Aug-14	2000
8-Aug-00	53.05	8-Aug-14	2000
1-Aug-00	57.18	1-Aug-14	2000
25-Jul-00	57.9	25-Jul-14	2000
18-Jul-00	61.78	18-Jul-14	2000
11-Jul-00	62.33	11-Jul-14	2000
4-Jul-00	61.47	4-Jul-14	2000
27-Jun-00	55.42	27-Jun-14	2000
20-Jun-00	51.7	20-Jun-14	2000
13-Jun-00	47.28	13-Jun-14	2000
6-Jun-00	29.84	6-Jun-14	2000
30-May-00	21.66	30-May-14	2000
23-May-00	26.35	23-May-14	2000
16-May-00	28.1	16-May-14	2000
9-May-00	29.27	9-May-14	2000
2-May-00	30.83	2-May-14	2000
25-Apr-00	30.67	25-Apr-14	2000
18-Apr-00	43.46	18-Apr-14	2000
11-Apr-00	32.56	11-Apr-14	2000
4-Apr-00	31.06	4-Apr-14	2000
28-Mar-00	30.62	28-Mar-14	2000
21-Mar-00	35.22	21-Mar-14	2000
14-Mar-00	35.88	14-Mar-14	2000
7-Mar-00	50.31	7-Mar-14	2000
29-Feb-00	51.9	1-Mar-14	2000
22-Feb-00	56.96	22-Feb-14	2000
15-Feb-00	59.34	15-Feb-14	2000
8-Feb-00	60.88	8-Feb-14	2000
1-Feb-00	61.81	1-Feb-14	2000
25-Jan-00	74.5	25-Jan-14	2000
18-Jan-00	70.45	18-Jan-14	2000
11-Jan-00	57.15	11-Jan-14	2000
4-Jan-00	52.77	4-Jan-14	2000
