county_orig	county_clean	state_clean	count	match	fips	error	err2	
NEW YORK(NY)	NEW YORK	NY	10	NEW YORK-NY	26061	FALSE	0	
MONROE(NY)	MONROE	NY	6	MONROE-NY	39055	FALSE	0	
WESTCHESTER(NY)	WESTCHESTER	NY	6	WESTCHESTER-NY	60119	FALSE	0	
HERKIMER(NY)	HERKIMER	NY	5	HERKIMER-NY	12043	FALSE	0	
SUFFOLK(NY)	SUFFOLK	NY	4	SUFFOLK-NY	18103	FALSE	0	
BRONX(NY)	BRONX	NY	3	BRONX-NY	54005	FALSE	0	
CHAUTAUQUA(NY)	CHAUTAUQUA	NY	3	CHAUTAUQUA-NY	35013	FALSE	0	
NIAGARA(NY)	NIAGARA	NY	3	NIAGARA-NY	21063	FALSE	0	
ORANGE(NY)	ORANGE	NY	3	ORANGE-NY	48071	FALSE	0	
BROOME(NY)	BROOME	NY	2	BROOME-NY	08007	FALSE	0	
ONONDAGA(NY)	ONONDAGA	NY	2	ONONDAGA-NY	37067	FALSE	0	
ROCKLAND(NY)	ROCKLAND	NY	2	ROCKLAND-NY	48087	FALSE	0	
STEUBEN(NY)	STEUBEN	NY	2	STEUBEN-NY	20101	FALSE	0	
ALBANY(NY)	ALBANY	NY	1	ALBANY-NY	56001	FALSE	0	
ALLEGANY(NY)	ALLEGANY	NY	1	ALLEGANY-NY	37003	FALSE	0	
CAYUGA(NY)	CAYUGA	NY	1	CAYUGA-NY	24011	FALSE	0	
CHENANGO(NY)	CHENANGO	NY	1	CHENANGO-NY	01017	FALSE	0	
COLUMBIA(NY)	COLUMBIA	NY	1	COLUMBIA-NY	41021	FALSE	0	
CORTLAND(NY)	CORTLAND	NY	1	CORTLAND-NY	48023	FALSE	0	
DUTCHESS(NY)	DUTCHESS	NY	1	DUTCHESS-NY	12027	FALSE	0	
FULTON(NY)	FULTON	NY	1	FULTON-NY	39035	FALSE	0	
KINGS(NY)	KINGS	NY	1	KINGS-NY	46047	FALSE	0	
ONEIDA(NY)	ONEIDA	NY	1	ONEIDA-NY	55065	FALSE	0	
ONTARIO(NY)	ONTARIO	NY	1	ONTARIO-NY	26069	FALSE	0	
OTSEGO(NY)	OTSEGO	NY	1	OTSEGO-NY	20077	FALSE	0	
RENSSELAER(NY)	RENSSELAER	NY	1	RENSSELAER-NY	27083	FALSE	0	
RICHMOND(NY)	RICHMOND	NY	1	RICHMOND-NY	51085	FALSE	0	
SULLIVAN(NY)	SULLIVAN	NY	1	SULLIVAN-NY	42105	FALSE	0	
TIOGA(NY)	TIOGA	NY	1	TIOGA-NY	42107	FALSE	0	
TOMPKINS(NY)	TOMPKINS	NY	1	TOMPKINS-NY	49109	FALSE	0	
ULSTER(NY)	ULSTER	NY	1	ULSTER-NY	41111	FALSE	0	
CLARK(NV)	CLARK	NV	64	CLARK-NV	39003	FALSE	0	
WASHOE(NV)	WASHOE	NV	14	WASHOE-NV	26031	FALSE	0	
CARSON CITY(NV)	CARSON CITY	NV	13	CARSON CITY-NV	48510	FALSE	0	
CHURCHILL(NV)	CHURCHILL	NV	3	CHURCHILL-NV	72001	FALSE	0	
LYON(NV)	LYON	NV	3	LYON-NV	26019	FALSE	0	
HUMBOLDT(NV)	HUMBOLDT	NV	2	HUMBOLDT-NV	28013	FALSE	0	
DOUGLAS(NV)	DOUGLAS	NV	1	DOUGLAS-NV	41005	FALSE	0	
ELKO(NV)	ELKO	NV	1	ELKO-NV	21007	FALSE	0	
NYE(NV)	NYE	NV	1	NYE-NV	19023	FALSE	0	
WHITE PINE(NV)	WHITE PINE	NV	1	WHITE PINE-NV	05033	FALSE	0	
BERNALILLO(NM)	BERNALILLO	NM	27	BERNALILLO-NM	13001	FALSE	0	
CURRY(NM)	CURRY	NM	6	CURRY-NM	41009	FALSE	0	
DONA ANA(NM)	DONA ANA	NM	6	DONA ANA-NM	20013	FALSE	0	
SAN JUAN(NM)	SAN JUAN	NM	5	SAN JUAN-NM	49045	FALSE	0	
SANTA FE(NM)	SANTA FE	NM	5	SANTA FE-NM	72049	FALSE	0	
OTERO(NM)	OTERO	NM	4	OTERO-NM	31035	FALSE	0	
SANDOVAL(NM)	SANDOVAL	NM	4	SANDOVAL-NM	39043	FALSE	0	
CHAVES(NM)	CHAVES	NM	3	CHAVES-NM	47005	FALSE	0	
LEA(NM)	LEA	NM	3	LEA-NM	28025	FALSE	0	
EDDY(NM)	EDDY	NM	2	EDDY-NM	17015	FALSE	0	
LOS ALAMOS(NM)	LOS ALAMOS	NM	2	LOS ALAMOS-NM	06028	FALSE	0	
CATRON(NM)	CATRON	NM	1	CATRON-NM	36003	FALSE	0	
GRANT(NM)	GRANT	NM	1	GRANT-NM	40017	FALSE	0	
LINCOLN(NM)	LINCOLN	NM	1	LINCOLN-NM	32027	FALSE	0	
LUNA(NM)	LUNA	NM	1	LUNA-NM	51029	FALSE	0	
MCKINLEY(NM)	MCKINLEY	NM	1	MCKINLEY-NM	17031	FALSE	0	
QUAY(NM)	QUAY	NM	1	QUAY-NM	72037	FALSE	0	
RIO ARRIBA(NM)	RIO ARRIBA	NM	1	RIO ARRIBA-NM	08039	FALSE	0	
TAOS(NM)	TAOS	NM	1	TAOS-NM	48055	FALSE	0	
HUDSON(NJ)	HUDSON	NJ	4	HUDSON-NJ	48017	FALSE	0	
ATLANTIC(NJ)	ATLANTIC	NJ	3	ATLANTIC-NJ	40001	FALSE	0	
MONMOUTH(NJ)	MONMOUTH	NJ	3	MONMOUTH-NJ	06025	FALSE	0	
MIDDLESEX(NJ)	MIDDLESEX	NJ	2	MIDDLESEX-NJ	51023	FALSE	0	
ESSEX(NJ)	ESSEX	NJ	1	ESSEX-NJ	36013	FALSE	0	
GLOUCESTER(NJ)	GLOUCESTER	NJ	1	GLOUCESTER-NJ	51015	FALSE	0	
MERCER(NJ)	MERCER	NJ	1	MERCER-NJ	39021	FALSE	0	
MORRIS(NJ)	MORRIS	NJ	1	MORRIS-NJ	48027	FALSE	0	
OCEAN(NJ)	OCEAN	NJ	1	OCEAN-NJ	26029	FALSE	0	
PASSAIC(NJ)	PASSAIC	NJ	1	PASSAIC-NJ	72031	FALSE	0	
SALEM(NJ)	SALEM	NJ	1	SALEM-NJ	72033	FALSE	0	
SOMERSET(NJ)	SOMERSET	NJ	1	SOMERSET-NJ	42035	FALSE	0	
UNION(NJ)	UNION	NJ	1	UNION-NJ	35039	FALSE	0	
ROCKINGHAM(NH)	ROCKINGHAM	NH	9	ROCKINGHAM-NH	51015	FALSE	0	
MERRIMACK(NH)	MERRIMACK	NH	3	MERRIMACK-NH	08013	FALSE	0	
CARROLL(NH)	CARROLL	NH	1	CARROLL-NH	39003	FALSE	0	
SULLIVAN(NH)	SULLIVAN	NH	1	SULLIVAN-NH	36019	FALSE	0	
DOUGLAS(NE)	DOUGLAS	NE	20	DOUGLAS-NE	32055	FALSE	0	
LANCASTER(NE)	LANCASTER	NE	14	LANCASTER-NE	42109	FALSE	0	
LINCOLN(NE)	LINCOLN	NE	10	LINCOLN-NE	35111	FALSE	0	
DODGE(NE)	DODGE	NE	8	DODGE-NE	55053	FALSE	0	
MADISON(NE)	MADISON	NE	8	MADISON-NE	36119	FALSE	0	
SARPY(NE)	SARPY	NE	6	SARPY-NE	55153	FALSE	0	
SCOTTS BLUFF(NE)	SCOTTS BLUFF	NE	6	SCOTTS BLUFF-NE	13157	FALSE	0	
CHEYENNE(NE)	CHEYENNE	NE	5	CHEYENNE-NE	19033	FALSE	0	
ADAMS(NE)	ADAMS	NE	4	ADAMS-NE	39001	FALSE	0	
BUFFALO(NE)	BUFFALO	NE	4	BUFFALO-NE	46019	FALSE	0	
DAKOTA(NE)	DAKOTA	NE	3	DAKOTA-NE	01043	FALSE	0	
HALL(NE)	HALL	NE	3	HALL-NE	48079	FALSE	0	
BOX BUTTE(NE)	BOX BUTTE	NE	2	BOX BUTTE-NE	49013	FALSE	0	
DAWSON(NE)	DAWSON	NE	2	DAWSON-NE	48047	FALSE	0	
CHERRY(NE)	CHERRY	NE	1	CHERRY-NE	51031	FALSE	0	
GAGE(NE)	GAGE	NE	1	GAGE-NE	48067	FALSE	0	
GREELEY(NE)	GREELEY	NE	1	GREELEY-NE	55077	FALSE	0	
HOLT(NE)	HOLT	NE	1	HOLT-NE	15089	FALSE	0	
PLATTE(NE)	PLATTE	NE	1	PLATTE-NE	56141	FALSE	0	
RICHARDSON(NE)	RICHARDSON	NE	1	RICHARDSON-NE	22147	FALSE	0	
SIOUX(NE)	SIOUX	NE	1	SIOUX-NE	06165	FALSE	0	
THAYER(NE)	THAYER	NE	1	THAYER-NE	13169	FALSE	0	
YORK(NE)	YORK	NE	1	YORK-NE	42185	FALSE	0	
WARD(ND)	WARD	ND	11	WARD-ND	48101	FALSE	0	
CASS(ND)	CASS	ND	7	CASS-ND	31017	FALSE	0	
GRAND FORKS(ND)	GRAND FORKS	ND	4	GRAND FORKS-ND	50035	FALSE	0	
STARK(ND)	STARK	ND	3	STARK-ND	39089	FALSE	0	
MERCER(ND)	MERCER	ND	2	MERCER-ND	34057	FALSE	0	
BOTTINEAU(ND)	BOTTINEAU	ND	1	BOTTINEAU-ND	08009	FALSE	0	
BURLEIGH(ND)	BURLEIGH	ND	1	BURLEIGH-ND	48015	FALSE	0	
MCLEAN(ND)	MCLEAN	ND	1	MCLEAN-ND	48055	FALSE	0	
PIERCE(ND)	PIERCE	ND	1	PIERCE-ND	31069	FALSE	0	
CUMBERLAND(NC)	CUMBERLAND	NC	49	CUMBERLAND-NC	34051	FALSE	0	
ONSLOW(NC)	ONSLOW	NC	40	ONSLOW-NC	36133	FALSE	0	
MECKLENBURG(NC)	MECKLENBURG	NC	21	MECKLENBURG-NC	51119	FALSE	0	
UNION(NC)	UNION	NC	11	UNION-NC	34179	FALSE	0	
GUILFORD(NC)	GUILFORD	NC	10	GUILFORD-NC	12081	FALSE	0	
CALDWELL(NC)	CALDWELL	NC	9	CALDWELL-NC	48027	FALSE	0	
GASTON(NC)	GASTON	NC	8	GASTON-NC	37071	FALSE	0	
CATAWBA(NC)	CATAWBA	NC	7	CATAWBA-NC	13035	FALSE	0	
DAVIDSON(NC)	DAVIDSON	NC	7	DAVIDSON-NC	47057	FALSE	0	
FORSYTH(NC)	FORSYTH	NC	7	FORSYTH-NC	48067	FALSE	0	
PENDER(NC)	PENDER	NC	7	PENDER-NC	21141	FALSE	0	
WAKE(NC)	WAKE	NC	7	WAKE-NC	12183	FALSE	0	
ASHE(NC)	ASHE	NC	5	ASHE-NC	39009	FALSE	0	
CABARRUS(NC)	CABARRUS	NC	5	CABARRUS-NC	54025	FALSE	0	
CARTERET(NC)	CARTERET	NC	5	CARTERET-NC	27031	FALSE	0	
CRAVEN(NC)	CRAVEN	NC	5	CRAVEN-NC	05049	FALSE	0	
IREDELL(NC)	IREDELL	NC	4	IREDELL-NC	48097	FALSE	0	
LINCOLN(NC)	LINCOLN	NC	4	LINCOLN-NC	31109	FALSE	0	
MOORE(NC)	MOORE	NC	4	MOORE-NC	47125	FALSE	0	
NEW HANOVER(NC)	NEW HANOVER	NC	4	NEW HANOVER-NC	09129	FALSE	0	
ORANGE(NC)	ORANGE	NC	4	ORANGE-NC	36135	FALSE	0	
RANDOLPH(NC)	RANDOLPH	NC	4	RANDOLPH-NC	54151	FALSE	0	
ROBESON(NC)	ROBESON	NC	4	ROBESON-NC	17155	FALSE	0	
ROCKINGHAM(NC)	ROCKINGHAM	NC	4	ROCKINGHAM-NC	33157	FALSE	0	
ROWAN(NC)	ROWAN	NC	4	ROWAN-NC	48159	FALSE	0	
RUTHERFORD(NC)	RUTHERFORD	NC	4	RUTHERFORD-NC	47161	FALSE	0	
WAYNE(NC)	WAYNE	NC	4	WAYNE-NC	31191	FALSE	0	
CLEVELAND(NC)	CLEVELAND	NC	3	CLEVELAND-NC	40045	FALSE	0	
HAYWOOD(NC)	HAYWOOD	NC	3	HAYWOOD-NC	47087	FALSE	0	
MARTIN(NC)	MARTIN	NC	3	MARTIN-NC	48117	FALSE	0	
PITT(NC)	PITT	NC	3	PITT-NC	40147	FALSE	0	
WILKES(NC)	WILKES	NC	3	WILKES-NC	27193	FALSE	0	
ALAMANCE(NC)	ALAMANCE	NC	2	ALAMANCE-NC	06001	FALSE	0	
BUNCOMBE(NC)	BUNCOMBE	NC	2	BUNCOMBE-NC	17021	FALSE	0	
HENDERSON(NC)	HENDERSON	NC	2	HENDERSON-NC	47089	FALSE	0	
MACON(NC)	MACON	NC	2	MACON-NC	47113	FALSE	0	
NASH(NC)	NASH	NC	2	NASH-NC	12127	FALSE	0	
PASQUOTANK(NC)	PASQUOTANK	NC	2	PASQUOTANK-NC	34139	FALSE	0	
WILSON(NC)	WILSON	NC	2	WILSON-NC	47195	FALSE	0	
ALEXANDER(NC)	ALEXANDER	NC	1	ALEXANDER-NC	51003	FALSE	0	
BLADEN(NC)	BLADEN	NC	1	BLADEN-NC	16017	FALSE	0	
BURKE(NC)	BURKE	NC	1	BURKE-NC	38023	FALSE	0	
CHATHAM(NC)	CHATHAM	NC	1	CHATHAM-NC	13037	FALSE	0	
DURHAM(NC)	DURHAM	NC	1	DURHAM-NC	36063	FALSE	0	
EDGECOMBE(NC)	EDGECOMBE	NC	1	EDGECOMBE-NC	45065	FALSE	0	
GREENE(NC)	GREENE	NC	1	GREENE-NC	36079	FALSE	0	
HOKE(NC)	HOKE	NC	1	HOKE-NC	12093	FALSE	0	
JOHNSTON(NC)	JOHNSTON	NC	1	JOHNSTON-NC	40101	FALSE	0	
LEE(NC)	LEE	NC	1	LEE-NC	45105	FALSE	0	
MITCHELL(NC)	MITCHELL	NC	1	MITCHELL-NC	48121	FALSE	0	
MONTGOMERY(NC)	MONTGOMERY	NC	1	MONTGOMERY-NC	36123	FALSE	0	
PAMLICO(NC)	PAMLICO	NC	1	PAMLICO-NC	28137	FALSE	0	
RICHMOND(NC)	RICHMOND	NC	1	RICHMOND-NC	36153	FALSE	0	
SAMPSON(NC)	SAMPSON	NC	1	SAMPSON-NC	48163	FALSE	0	
STANLY(NC)	STANLY	NC	1	STANLY-NC	20167	FALSE	0	
SURRY(NC)	SURRY	NC	1	SURRY-NC	51171	FALSE	0	
SWAIN(NC)	SWAIN	NC	1	SWAIN-NC	60173	FALSE	0	
VANCE(NC)	VANCE	NC	1	VANCE-NC	18181	FALSE	0	
CASCADE(MT)	CASCADE	MT	14	CASCADE-MT	21013	FALSE	0	
YELLOWSTONE(MT)	YELLOWSTONE	MT	13	YELLOWSTONE-MT	48111	FALSE	0	
MISSOULA(MT)	MISSOULA	MT	6	MISSOULA-MT	13063	FALSE	0	
FLATHEAD(MT)	FLATHEAD	MT	4	FLATHEAD-MT	21029	FALSE	0	
GALLATIN(MT)	GALLATIN	MT	3	GALLATIN-MT	39031	FALSE	0	
BIG HORN(MT)	BIG HORN	MT	2	BIG HORN-MT	56003	FALSE	0	
RAVALLI(MT)	RAVALLI	MT	2	RAVALLI-MT	20081	FALSE	0	
DANIELS(MT)	DANIELS	MT	1	DANIELS-MT	51019	FALSE	0	
DAWSON(MT)	DAWSON	MT	1	DAWSON-MT	31021	FALSE	0	
DEER LODGE(MT)	DEER LODGE	MT	1	DEER LODGE-MT	39023	FALSE	0	
GLACIER(MT)	GLACIER	MT	1	GLACIER-MT	12035	FALSE	0	
HILL(MT)	HILL	MT	1	HILL-MT	48041	FALSE	0	
LEWIS AND CLARK(MT)	LEWIS AND CLARK	MT	1	LEWIS AND CLARK-MT	16049	FALSE	0	
MADISON(MT)	MADISON	MT	1	MADISON-MT	37057	FALSE	0	
PARK(MT)	PARK	MT	1	PARK-MT	56067	FALSE	0	
VALLEY(MT)	VALLEY	MT	1	VALLEY-MT	31105	FALSE	0	
LA SALLE(IL)	LASALLE	IL	55	LASALLE-IL	06099	FALSE	0	
COAHOMA(MS)	COAHOMA	MS	447	COAHOMA-MS	40027	FALSE	0	
HINDS(MS)	HINDS	MS	296	HINDS-MS	08049	FALSE	0	
LEFLORE(MS)	LEFLORE	MS	291	LEFLORE-MS	42083	FALSE	0	
BOLIVAR(MS)	BOLIVAR	MS	272	BOLIVAR-MS	29011	FALSE	0	
WASHINGTON(MS)	WASHINGTON	MS	236	WASHINGTON-MS	37151	FALSE	0	
MADISON(MS)	MADISON	MS	165	MADISON-MS	30089	FALSE	0	
YAZOO(MS)	YAZOO	MS	155	YAZOO-MS	05163	FALSE	0	
SUNFLOWER(MS)	SUNFLOWER	MS	113	SUNFLOWER-MS	37133	FALSE	0	
GRENADA(MS)	GRENADA	MS	111	GRENADA-MS	38043	FALSE	0	
CLAY(MS)	CLAY	MS	110	CLAY-MS	37025	FALSE	0	
TIPPAH(MS)	TIPPAH	MS	98	TIPPAH-MS	18139	FALSE	0	
LOWNDES(MS)	LOWNDES	MS	91	LOWNDES-MS	48087	FALSE	0	
PANOLA(MS)	PANOLA	MS	88	PANOLA-MS	48107	FALSE	0	
LEE(MS)	LEE	MS	83	LEE-MS	37081	FALSE	0	
JONES(MS)	JONES	MS	82	JONES-MS	37067	FALSE	0	
ATTALA(MS)	ATTALA	MS	81	ATTALA-MS	29007	FALSE	0	
LAUDERDALE(MS)	LAUDERDALE	MS	80	LAUDERDALE-MS	47075	FALSE	0	
MARSHALL(MS)	MARSHALL	MS	69	MARSHALL-MS	40093	FALSE	0	
TALLAHATCHIE(MS)	TALLAHATCHIE	MS	69	TALLAHATCHIE-MS	01135	FALSE	0	
LINCOLN(MS)	LINCOLN	MS	68	LINCOLN-MS	30085	FALSE	0	
RANKIN(MS)	RANKIN	MS	66	RANKIN-MS	38121	FALSE	0	
ALCORN(MS)	ALCORN	MS	60	ALCORN-MS	02003	FALSE	0	
HOLMES(MS)	HOLMES	MS	60	HOLMES-MS	39051	FALSE	0	
MONROE(MS)	MONROE	MS	55	MONROE-MS	36095	FALSE	0	
TUNICA(MS)	TUNICA	MS	55	TUNICA-MS	06143	FALSE	0	
HARRISON(MS)	HARRISON	MS	54	HARRISON-MS	39047	FALSE	0	
ADAMS(MS)	ADAMS	MS	50	ADAMS-MS	38001	FALSE	0	
WINSTON(MS)	WINSTON	MS	44	WINSTON-MS	54159	FALSE	0	
WARREN(MS)	WARREN	MS	42	WARREN-MS	37149	FALSE	0	
OKTIBBEHA(MS)	OKTIBBEHA	MS	40	OKTIBBEHA-MS	21105	FALSE	0	
FORREST(MS)	FORREST	MS	38	FORREST-MS	13035	FALSE	0	
MONTGOMERY(MS)	MONTGOMERY	MS	36	MONTGOMERY-MS	37097	FALSE	0	
COPIAH(MS)	COPIAH	MS	35	COPIAH-MS	72029	FALSE	0	
PIKE(MS)	PIKE	MS	33	PIKE-MS	39113	FALSE	0	
SCOTT(MS)	SCOTT	MS	33	SCOTT-MS	47123	FALSE	0	
PONTOTOC(MS)	PONTOTOC	MS	31	PONTOTOC-MS	40115	FALSE	0	
ITAWAMBA(MS)	ITAWAMBA	MS	30	ITAWAMBA-MS	05057	FALSE	0	
TATE(MS)	TATE	MS	28	TATE-MS	13137	FALSE	0	
UNION(MS)	UNION	MS	28	UNION-MS	37145	FALSE	0	
JEFFERSON DAVIS(MS)	JEFFERSON DAVIS	MS	27	JEFFERSON DAVIS-MS	22065	FALSE	0	
PRENTISS(MS)	PRENTISS	MS	26	PRENTISS-MS	48117	FALSE	0	
CHOCTAW(MS)	CHOCTAW	MS	24	CHOCTAW-MS	40019	FALSE	0	
WAYNE(MS)	WAYNE	MS	24	WAYNE-MS	37153	FALSE	0	
QUITMAN(MS)	QUITMAN	MS	21	QUITMAN-MS	13119	FALSE	0	
LAFAYETTE(MS)	LAFAYETTE	MS	19	LAFAYETTE-MS	55071	FALSE	0	
MARION(MS)	MARION	MS	19	MARION-MS	39091	FALSE	0	
CLARKE(MS)	CLARKE	MS	17	CLARKE-MS	51023	FALSE	0	
HUMPHREYS(MS)	HUMPHREYS	MS	17	HUMPHREYS-MS	47053	FALSE	0	
NESHOBA(MS)	NESHOBA	MS	17	NESHOBA-MS	20099	FALSE	0	
CHICKASAW(MS)	CHICKASAW	MS	16	CHICKASAW-MS	05017	FALSE	0	
JACKSON(MS)	JACKSON	MS	16	JACKSON-MS	37059	FALSE	0	
CALHOUN(MS)	CALHOUN	MS	14	CALHOUN-MS	45013	FALSE	0	
JASPER(MS)	JASPER	MS	14	JASPER-MS	45061	FALSE	0	
LEAKE(MS)	LEAKE	MS	13	LEAKE-MS	20079	FALSE	0	
CLAIBORNE(MS)	CLAIBORNE	MS	11	CLAIBORNE-MS	47021	FALSE	0	
PEARL RIVER(MS)	PEARL RIVER	MS	10	PEARL RIVER-MS	48109	FALSE	0	
YALOBUSHA(MS)	YALOBUSHA	MS	10	YALOBUSHA-MS	41161	FALSE	0	
KEMPER(MS)	KEMPER	MS	9	KEMPER-MS	02069	FALSE	0	
TISHOMINGO(MS)	TISHOMINGO	MS	8	TISHOMINGO-MS	48141	FALSE	0	
BENTON(MS)	BENTON	MS	7	BENTON-MS	41009	FALSE	0	
NOXUBEE(MS)	NOXUBEE	MS	7	NOXUBEE-MS	31103	FALSE	0	
SIMPSON(MS)	SIMPSON	MS	7	SIMPSON-MS	19127	FALSE	0	
COVINGTON(MS)	COVINGTON	MS	6	COVINGTON-MS	13031	FALSE	0	
WALTHALL(MS)	WALTHALL	MS	6	WALTHALL-MS	12147	FALSE	0	
HANCOCK(MS)	HANCOCK	MS	5	HANCOCK-MS	39045	FALSE	0	
LAWRENCE(MS)	LAWRENCE	MS	4	LAWRENCE-MS	39077	FALSE	0	
STONE(MS)	STONE	MS	4	STONE-MS	48131	FALSE	0	
WEBSTER(MS)	WEBSTER	MS	4	WEBSTER-MS	31155	FALSE	0	
CARROLL(MS)	CARROLL	MS	3	CARROLL-MS	33015	FALSE	0	
LAMAR(MS)	LAMAR	MS	3	LAMAR-MS	48073	FALSE	0	
SHARKEY(MS)	SHARKEY	MS	3	SHARKEY-MS	05125	FALSE	0	
SMITH(MS)	SMITH	MS	3	SMITH-MS	47129	FALSE	0	
GREENE(MS)	GREENE	MS	2	GREENE-MS	37041	FALSE	0	
NEWTON(MS)	NEWTON	MS	2	NEWTON-MS	48101	FALSE	0	
GEORGE(MS)	GEORGE	MS	1	GEORGE-MS	45039	FALSE	0	
SAINT LOUIS(MO)	ST. LOUIS	MO	51	ST. LOUIS-MO	12189	FALSE	0	
DE KALB(IN)	DE KALB	IN	51	DE KALB-IN	#N/A	TRUE	1	
SAINT CLAIR(IL)	SAINT CLAIR	IL	49	SAINT CLAIR-IL	#N/A	TRUE	1	
SAINT FRANCIS(AR)	SAINT FRANCIS	AR	42	SAINT FRANCIS-AR	#N/A	TRUE	1	
JACKSON(MO)	JACKSON	MO	31	JACKSON-MO	28095	FALSE	0	
GREENE(MO)	GREENE	MO	22	GREENE-MO	28077	FALSE	0	
SCOTT(MO)	SCOTT	MO	21	SCOTT-MO	28201	FALSE	0	
COLE(MO)	COLE	MO	13	COLE-MO	48051	FALSE	0	
BUTLER(MO)	BUTLER	MO	11	BUTLER-MO	31023	FALSE	0	
JEFFERSON(MO)	JEFFERSON	MO	9	JEFFERSON-MO	28099	FALSE	0	
CAPE GIRARDEAU(MO)	CAPE GIRARDEAU	MO	8	CAPE GIRARDEAU-MO	34031	FALSE	0	
CLAY(MO)	CLAY	MO	8	CLAY-MO	28047	FALSE	0	
BUCHANAN(MO)	BUCHANAN	MO	7	BUCHANAN-MO	51021	FALSE	0	
DUNKLIN(MO)	DUNKLIN	MO	7	DUNKLIN-MO	38069	FALSE	0	
PULASKI(MO)	PULASKI	MO	7	PULASKI-MO	51169	FALSE	0	
FRANKLIN(MO)	FRANKLIN	MO	6	FRANKLIN-MO	28071	FALSE	0	
PETTIS(MO)	PETTIS	MO	6	PETTIS-MO	29159	FALSE	0	
PHELPS(MO)	PHELPS	MO	6	PHELPS-MO	31161	FALSE	0	
STODDARD(MO)	STODDARD	MO	6	STODDARD-MO	37207	FALSE	0	
BOONE(MO)	BOONE	MO	5	BOONE-MO	31019	FALSE	0	
HOWELL(MO)	HOWELL	MO	5	HOWELL-MO	27091	FALSE	0	
PEMISCOT(MO)	PEMISCOT	MO	5	PEMISCOT-MO	53155	FALSE	0	
TEXAS(MO)	TEXAS	MO	5	TEXAS-MO	40215	FALSE	0	
CALLAWAY(MO)	CALLAWAY	MO	4	CALLAWAY-MO	21027	FALSE	0	
CHRISTIAN(MO)	CHRISTIAN	MO	4	CHRISTIAN-MO	32043	FALSE	0	
HENRY(MO)	HENRY	MO	4	HENRY-MO	39083	FALSE	0	
MARION(MO)	MARION	MO	4	MARION-MO	28127	FALSE	0	
CASS(MO)	CASS	MO	3	CASS-MO	38037	FALSE	0	
JOHNSON(MO)	JOHNSON	MO	3	JOHNSON-MO	31101	FALSE	0	
TANEY(MO)	TANEY	MO	3	TANEY-MO	22213	FALSE	0	
WARREN(MO)	WARREN	MO	3	WARREN-MO	28219	FALSE	0	
AUDRAIN(MO)	AUDRAIN	MO	2	AUDRAIN-MO	19007	FALSE	0	
BARTON(MO)	BARTON	MO	2	BARTON-MO	13011	FALSE	0	
CAMDEN(MO)	CAMDEN	MO	2	CAMDEN-MO	37029	FALSE	0	
DALLAS(MO)	DALLAS	MO	2	DALLAS-MO	48059	FALSE	0	
LAFAYETTE(MO)	LAFAYETTE	MO	2	LAFAYETTE-MO	28107	FALSE	0	
MACON(MO)	MACON	MO	2	MACON-MO	37121	FALSE	0	
NEW MADRID(MO)	NEW MADRID	MO	2	NEW MADRID-MO	36143	FALSE	0	
OSAGE(MO)	OSAGE	MO	2	OSAGE-MO	40151	FALSE	0	
PIKE(MO)	PIKE	MO	2	PIKE-MO	28163	FALSE	0	
PLATTE(MO)	PLATTE	MO	2	PLATTE-MO	31165	FALSE	0	
POLK(MO)	POLK	MO	2	POLK-MO	37167	FALSE	0	
SALINE(MO)	SALINE	MO	2	SALINE-MO	31195	FALSE	0	
VERNON(MO)	VERNON	MO	2	VERNON-MO	55217	FALSE	0	
ADAIR(MO)	ADAIR	MO	1	ADAIR-MO	40001	FALSE	0	
BENTON(MO)	BENTON	MO	1	BENTON-MO	28015	FALSE	0	
CLINTON(MO)	CLINTON	MO	1	CLINTON-MO	36049	FALSE	0	
CRAWFORD(MO)	CRAWFORD	MO	1	CRAWFORD-MO	39055	FALSE	0	
DENT(MO)	DENT	MO	1	DENT-MO	48065	FALSE	0	
DOUGLAS(MO)	DOUGLAS	MO	1	DOUGLAS-MO	31067	FALSE	0	
HARRISON(MO)	HARRISON	MO	1	HARRISON-MO	28081	FALSE	0	
HICKORY(MO)	HICKORY	MO	1	HICKORY-MO	35085	FALSE	0	
HOWARD(MO)	HOWARD	MO	1	HOWARD-MO	31089	FALSE	0	
IRON(MO)	IRON	MO	1	IRON-MO	49093	FALSE	0	
JASPER(MO)	JASPER	MO	1	JASPER-MO	28097	FALSE	0	
LACLEDE(MO)	LACLEDE	MO	1	LACLEDE-MO	22105	FALSE	0	
LAWRENCE(MO)	LAWRENCE	MO	1	LAWRENCE-MO	28109	FALSE	0	
LEWIS(MO)	LEWIS	MO	1	LEWIS-MO	36111	FALSE	0	
MILLER(MO)	MILLER	MO	1	MILLER-MO	19131	FALSE	0	
MISSISSIPPI(MO)	MISSISSIPPI	MO	1	MISSISSIPPI-MO	30133	FALSE	0	
MONTGOMERY(MO)	MONTGOMERY	MO	1	MONTGOMERY-MO	28139	FALSE	0	
RALLS(MO)	RALLS	MO	1	RALLS-MO	27173	FALSE	0	
RAY(MO)	RAY	MO	1	RAY-MO	48177	FALSE	0	
STONE(MO)	STONE	MO	1	STONE-MO	28209	FALSE	0	
WASHINGTON(MO)	WASHINGTON	MO	1	WASHINGTON-MO	28221	FALSE	0	
WAYNE(MO)	WAYNE	MO	1	WAYNE-MO	28223	FALSE	0	
