county_orig	county_clean	state_clean	count	match	fips	error	err2	
SAN JACINTO(TX)	SAN JACINTO	TX	1	SAN JACINTO-TX	06407	FALSE	0	
SHERMAN(TX)	SHERMAN	TX	1	SHERMAN-TX	26421	FALSE	0	
STARR(TX)	STARR	TX	1	STARR-TX	51427	FALSE	0	
SWISHER(TX)	SWISHER	TX	1	SWISHER-TX	18437	FALSE	0	
TITUS(TX)	TITUS	TX	1	TITUS-TX	72449	FALSE	0	
UPSHUR(TX)	UPSHUR	TX	1	UPSHUR-TX	54459	FALSE	0	
VAL VERDE(TX)	VAL VERDE	TX	1	VAL VERDE-TX	02465	FALSE	0	
WILLIAMSON(TX)	WILLIAMSON	TX	1	WILLIAMSON-TX	20491	FALSE	0	
WINKLER(TX)	WINKLER	TX	1	WINKLER-TX	22495	FALSE	0	
YOUNG(TX)	YOUNG	TX	1	YOUNG-TX	06503	FALSE	0	
SHELBY(TN)	SHELBY	TN	362	SHELBY-TN	48157	FALSE	0	
DAVIDSON(TN)	DAVIDSON	TN	76	DAVIDSON-TN	37037	FALSE	0	
KNOX(TN)	KNOX	TN	64	KNOX-TN	48093	FALSE	0	
HAMILTON(TN)	HAMILTON	TN	62	HAMILTON-TN	48065	FALSE	0	
MADISON(TN)	MADISON	TN	44	MADISON-TN	48113	FALSE	0	
HENRY(TN)	HENRY	TN	26	HENRY-TN	51079	FALSE	0	
MONTGOMERY(TN)	MONTGOMERY	TN	22	MONTGOMERY-TN	48125	FALSE	0	
DYER(TN)	DYER	TN	17	DYER-TN	08045	FALSE	0	
RUTHERFORD(TN)	RUTHERFORD	TN	16	RUTHERFORD-TN	50149	FALSE	0	
CARROLL(TN)	CARROLL	TN	15	CARROLL-TN	51017	FALSE	0	
MCNAIRY(TN)	MCNAIRY	TN	15	MCNAIRY-TN	20109	FALSE	0	
SEVIER(TN)	SEVIER	TN	15	SEVIER-TN	49155	FALSE	0	
GIBSON(TN)	GIBSON	TN	14	GIBSON-TN	04053	FALSE	0	
OBION(TN)	OBION	TN	14	OBION-TN	34131	FALSE	0	
MCMINN(TN)	MCMINN	TN	12	MCMINN-TN	48107	FALSE	0	
MONROE(TN)	MONROE	TN	12	MONROE-TN	55123	FALSE	0	
WASHINGTON(TN)	WASHINGTON	TN	12	WASHINGTON-TN	48179	FALSE	0	
ANDERSON(TN)	ANDERSON	TN	11	ANDERSON-TN	48001	FALSE	0	
TIPTON(TN)	TIPTON	TN	11	TIPTON-TN	28167	FALSE	0	
WILSON(TN)	WILSON	TN	11	WILSON-TN	48189	FALSE	0	
BEDFORD(TN)	BEDFORD	TN	10	BEDFORD-TN	51003	FALSE	0	
BLOUNT(TN)	BLOUNT	TN	10	BLOUNT-TN	27009	FALSE	0	
ROANE(TN)	ROANE	TN	10	ROANE-TN	54145	FALSE	0	
FRANKLIN(TN)	FRANKLIN	TN	9	FRANKLIN-TN	48051	FALSE	0	
HARDIN(TN)	HARDIN	TN	8	HARDIN-TN	48071	FALSE	0	
HENDERSON(TN)	HENDERSON	TN	8	HENDERSON-TN	48077	FALSE	0	
SULLIVAN(TN)	SULLIVAN	TN	8	SULLIVAN-TN	46163	FALSE	0	
BENTON(TN)	BENTON	TN	7	BENTON-TN	53005	FALSE	0	
JEFFERSON(TN)	JEFFERSON	TN	7	JEFFERSON-TN	48089	FALSE	0	
MAURY(TN)	MAURY	TN	7	MAURY-TN	48119	FALSE	0	
POLK(TN)	POLK	TN	7	POLK-TN	48139	FALSE	0	
ROBERTSON(TN)	ROBERTSON	TN	7	ROBERTSON-TN	48147	FALSE	0	
BRADLEY(TN)	BRADLEY	TN	6	BRADLEY-TN	26011	FALSE	0	
CAMPBELL(TN)	CAMPBELL	TN	6	CAMPBELL-TN	51013	FALSE	0	
COFFEE(TN)	COFFEE	TN	6	COFFEE-TN	20031	FALSE	0	
DICKSON(TN)	DICKSON	TN	6	DICKSON-TN	02043	FALSE	0	
HARDEMAN(TN)	HARDEMAN	TN	6	HARDEMAN-TN	48069	FALSE	0	
HICKMAN(TN)	HICKMAN	TN	6	HICKMAN-TN	29081	FALSE	0	
MARION(TN)	MARION	TN	6	MARION-TN	48115	FALSE	0	
WEAKLEY(TN)	WEAKLEY	TN	6	WEAKLEY-TN	48183	FALSE	0	
CARTER(TN)	CARTER	TN	5	CARTER-TN	37019	FALSE	0	
CHESTER(TN)	CHESTER	TN	5	CHESTER-TN	45023	FALSE	0	
COCKE(TN)	COCKE	TN	5	COCKE-TN	04029	FALSE	0	
CUMBERLAND(TN)	CUMBERLAND	TN	5	CUMBERLAND-TN	51035	FALSE	0	
GILES(TN)	GILES	TN	5	GILES-TN	51055	FALSE	0	
WILLIAMSON(TN)	WILLIAMSON	TN	5	WILLIAMSON-TN	48187	FALSE	0	
CLAIBORNE(TN)	CLAIBORNE	TN	4	CLAIBORNE-TN	53025	FALSE	0	
GREENE(TN)	GREENE	TN	4	GREENE-TN	51059	FALSE	0	
HAMBLEN(TN)	HAMBLEN	TN	4	HAMBLEN-TN	12063	FALSE	0	
HUMPHREYS(TN)	HUMPHREYS	TN	4	HUMPHREYS-TN	48085	FALSE	0	
LAUDERDALE(TN)	LAUDERDALE	TN	4	LAUDERDALE-TN	21097	FALSE	0	
SUMNER(TN)	SUMNER	TN	4	SUMNER-TN	01165	FALSE	0	
WHITE(TN)	WHITE	TN	4	WHITE-TN	17185	FALSE	0	
LOUDON(TN)	LOUDON	TN	3	LOUDON-TN	51105	FALSE	0	
MACON(TN)	MACON	TN	3	MACON-TN	17111	FALSE	0	
MORGAN(TN)	MORGAN	TN	3	MORGAN-TN	49129	FALSE	0	
PUTNAM(TN)	PUTNAM	TN	3	PUTNAM-TN	54141	FALSE	0	
RHEA(TN)	RHEA	TN	3	RHEA-TN	20143	FALSE	0	
WARREN(TN)	WARREN	TN	3	WARREN-TN	51177	FALSE	0	
CHEATHAM(TN)	CHEATHAM	TN	2	CHEATHAM-TN	26021	FALSE	0	
CROCKETT(TN)	CROCKETT	TN	2	CROCKETT-TN	48033	FALSE	0	
DECATUR(TN)	DECATUR	TN	2	DECATUR-TN	30039	FALSE	0	
HAYWOOD(TN)	HAYWOOD	TN	2	HAYWOOD-TN	13075	FALSE	0	
HOUSTON(TN)	HOUSTON	TN	2	HOUSTON-TN	48083	FALSE	0	
LAWRENCE(TN)	LAWRENCE	TN	2	LAWRENCE-TN	40099	FALSE	0	
MEIGS(TN)	MEIGS	TN	2	MEIGS-TN	46121	FALSE	0	
PERRY(TN)	PERRY	TN	2	PERRY-TN	32135	FALSE	0	
SCOTT(TN)	SCOTT	TN	2	SCOTT-TN	51151	FALSE	0	
VAN BUREN(TN)	VAN BUREN	TN	2	VAN BUREN-TN	39175	FALSE	0	
WAYNE(TN)	WAYNE	TN	2	WAYNE-TN	49181	FALSE	0	
CLAY(TN)	CLAY	TN	1	CLAY-TN	48027	FALSE	0	
DEKALB(TN)	DEKALB	TN	1	DEKALB-TN	06041	FALSE	0	
FAYETTE(TN)	FAYETTE	TN	1	FAYETTE-TN	48047	FALSE	0	
FENTRESS(TN)	FENTRESS	TN	1	FENTRESS-TN	30049	FALSE	0	
GRUNDY(TN)	GRUNDY	TN	1	GRUNDY-TN	35061	FALSE	0	
HAWKINS(TN)	HAWKINS	TN	1	HAWKINS-TN	31073	FALSE	0	
LAKE(TN)	LAKE	TN	1	LAKE-TN	01095	FALSE	0	
LEWIS(TN)	LEWIS	TN	1	LEWIS-TN	53101	FALSE	0	
LINCOLN(TN)	LINCOLN	TN	1	LINCOLN-TN	53103	FALSE	0	
MARSHALL(TN)	MARSHALL	TN	1	MARSHALL-TN	54117	FALSE	0	
OVERTON(TN)	OVERTON	TN	1	OVERTON-TN	18133	FALSE	0	
PICKETT(TN)	PICKETT	TN	1	PICKETT-TN	13137	FALSE	0	
SMITH(TN)	SMITH	TN	1	SMITH-TN	48159	FALSE	0	
STEWART(TN)	STEWART	TN	1	STEWART-TN	30161	FALSE	0	
UNICOI(TN)	UNICOI	TN	1	UNICOI-TN	22171	FALSE	0	
PENNINGTON(SD)	PENNINGTON	SD	10	PENNINGTON-SD	23103	FALSE	0	
MINNEHAHA(SD)	MINNEHAHA	SD	6	MINNEHAHA-SD	26099	FALSE	0	
TURNER(SD)	TURNER	SD	5	TURNER-SD	01125	FALSE	0	
TRIPP(SD)	TRIPP	SD	3	TRIPP-SD	13123	FALSE	0	
BROOKINGS(SD)	BROOKINGS	SD	2	BROOKINGS-SD	13011	FALSE	0	
BROWN(SD)	BROWN	SD	2	BROWN-SD	48013	FALSE	0	
BON HOMME(SD)	BON HOMME	SD	1	BON HOMME-SD	17009	FALSE	0	
BUTTE(SD)	BUTTE	SD	1	BUTTE-SD	13019	FALSE	0	
CODINGTON(SD)	CODINGTON	SD	1	CODINGTON-SD	01029	FALSE	0	
DAVISON(SD)	DAVISON	SD	1	DAVISON-SD	31035	FALSE	0	
LAWRENCE(SD)	LAWRENCE	SD	1	LAWRENCE-SD	47081	FALSE	0	
SPINK(SD)	SPINK	SD	1	SPINK-SD	53115	FALSE	0	
STANLEY(SD)	STANLEY	SD	1	STANLEY-SD	37117	FALSE	0	
UNION(SD)	UNION	SD	1	UNION-SD	47127	FALSE	0	
CHARLESTON(SC)	CHARLESTON	SC	18	CHARLESTON-SC	26019	FALSE	0	
GREENVILLE(SC)	GREENVILLE	SC	13	GREENVILLE-SC	20045	FALSE	0	
RICHLAND(SC)	RICHLAND	SC	13	RICHLAND-SC	55079	FALSE	0	
DARLINGTON(SC)	DARLINGTON	SC	11	DARLINGTON-SC	42031	FALSE	0	
BEAUFORT(SC)	BEAUFORT	SC	9	BEAUFORT-SC	22013	FALSE	0	
ANDERSON(SC)	ANDERSON	SC	8	ANDERSON-SC	47007	FALSE	0	
SPARTANBURG(SC)	SPARTANBURG	SC	8	SPARTANBURG-SC	18083	FALSE	0	
SUMTER(SC)	SUMTER	SC	7	SUMTER-SC	28085	FALSE	0	
YORK(SC)	YORK	SC	7	YORK-SC	51091	FALSE	0	
LEXINGTON(SC)	LEXINGTON	SC	6	LEXINGTON-SC	12063	FALSE	0	
BERKELEY(SC)	BERKELEY	SC	5	BERKELEY-SC	54015	FALSE	0	
HORRY(SC)	HORRY	SC	5	HORRY-SC	05051	FALSE	0	
ORANGEBURG(SC)	ORANGEBURG	SC	5	ORANGEBURG-SC	29075	FALSE	0	
AIKEN(SC)	AIKEN	SC	4	AIKEN-SC	27003	FALSE	0	
LANCASTER(SC)	LANCASTER	SC	4	LANCASTER-SC	51057	FALSE	0	
LEE(SC)	LEE	SC	4	LEE-SC	48061	FALSE	0	
FLORENCE(SC)	FLORENCE	SC	3	FLORENCE-SC	55041	FALSE	0	
GREENWOOD(SC)	GREENWOOD	SC	3	GREENWOOD-SC	40047	FALSE	0	
MARLBORO(SC)	MARLBORO	SC	3	MARLBORO-SC	26069	FALSE	0	
CHESTER(SC)	CHESTER	SC	2	CHESTER-SC	47023	FALSE	0	
KERSHAW(SC)	KERSHAW	SC	2	KERSHAW-SC	02055	FALSE	0	
UNION(SC)	UNION	SC	2	UNION-SC	46087	FALSE	0	
CHEROKEE(SC)	CHEROKEE	SC	1	CHEROKEE-SC	48021	FALSE	0	
CHESTERFIELD(SC)	CHESTERFIELD	SC	1	CHESTERFIELD-SC	51025	FALSE	0	
COLLETON(SC)	COLLETON	SC	1	COLLETON-SC	12029	FALSE	0	
DILLON(SC)	DILLON	SC	1	DILLON-SC	48033	FALSE	0	
DORCHESTER(SC)	DORCHESTER	SC	1	DORCHESTER-SC	13035	FALSE	0	
JASPER(SC)	JASPER	SC	1	JASPER-SC	48053	FALSE	0	
LAURENS(SC)	LAURENS	SC	1	LAURENS-SC	48059	FALSE	0	
MARION(SC)	MARION	SC	1	MARION-SC	47067	FALSE	0	
NEWBERRY(SC)	NEWBERRY	SC	1	NEWBERRY-SC	51071	FALSE	0	
OCONEE(SC)	OCONEE	SC	1	OCONEE-SC	55073	FALSE	0	
PROVIDENCE(RI)	PROVIDENCE	RI	3	PROVIDENCE-RI	08007	FALSE	0	
NEWPORT(RI)	NEWPORT	RI	1	NEWPORT-RI	05005	FALSE	0	
WASHINGTON(RI)	WASHINGTON	RI	1	WASHINGTON-RI	47009	FALSE	0	
DE SOTO(MS)	DESOTO	MS	74	DESOTO-MS	31033	FALSE	0	
CADDO(LA)	CADDO PARISH	LA	66	CADDO PARISH-LA	40017	FALSE	0	
EAST BATON ROUGE(LA)	EAST BATON ROUGE	LA	65	EAST BATON ROUGE-LA	#N/A	TRUE	1	
JEFFERSON(LA)	JEFFERSON	LA	63	JEFFERSON-LA	#N/A	TRUE	1	
ALLEGHENY(PA)	ALLEGHENY	PA	23	ALLEGHENY-PA	22003	FALSE	0	
WASHINGTON(PA)	WASHINGTON	PA	13	WASHINGTON-PA	44125	FALSE	0	
BEAVER(PA)	BEAVER	PA	9	BEAVER-PA	49007	FALSE	0	
LANCASTER(PA)	LANCASTER	PA	9	LANCASTER-PA	45071	FALSE	0	
PHILADELPHIA(PA)	PHILADELPHIA	PA	9	PHILADELPHIA-PA	05101	FALSE	0	
BUCKS(PA)	BUCKS	PA	8	BUCKS-PA	51017	FALSE	0	
LUZERNE(PA)	LUZERNE	PA	8	LUZERNE-PA	42079	FALSE	0	
BERKS(PA)	BERKS	PA	7	BERKS-PA	25011	FALSE	0	
ERIE(PA)	ERIE	PA	7	ERIE-PA	01049	FALSE	0	
FAYETTE(PA)	FAYETTE	PA	6	FAYETTE-PA	47051	FALSE	0	
SUSQUEHANNA(PA)	SUSQUEHANNA	PA	6	SUSQUEHANNA-PA	10115	FALSE	0	
CLEARFIELD(PA)	CLEARFIELD	PA	5	CLEARFIELD-PA	16033	FALSE	0	
WESTMORELAND(PA)	WESTMORELAND	PA	5	WESTMORELAND-PA	51129	FALSE	0	
BLAIR(PA)	BLAIR	PA	4	BLAIR-PA	48013	FALSE	0	
CHESTER(PA)	CHESTER	PA	4	CHESTER-PA	45029	FALSE	0	
CUMBERLAND(PA)	CUMBERLAND	PA	4	CUMBERLAND-PA	47041	FALSE	0	
FRANKLIN(PA)	FRANKLIN	PA	4	FRANKLIN-PA	47055	FALSE	0	
BUTLER(PA)	BUTLER	PA	3	BUTLER-PA	06019	FALSE	0	
DELAWARE(PA)	DELAWARE	PA	3	DELAWARE-PA	08045	FALSE	0	
LAWRENCE(PA)	LAWRENCE	PA	3	LAWRENCE-PA	46073	FALSE	0	
LEBANON(PA)	LEBANON	PA	3	LEBANON-PA	01075	FALSE	0	
MONROE(PA)	MONROE	PA	3	MONROE-PA	47089	FALSE	0	
MONTGOMERY(PA)	MONTGOMERY	PA	3	MONTGOMERY-PA	47091	FALSE	0	
YORK(PA)	YORK	PA	3	YORK-PA	45133	FALSE	0	
ADAMS(PA)	ADAMS	PA	2	ADAMS-PA	53001	FALSE	0	
DAUPHIN(PA)	DAUPHIN	PA	2	DAUPHIN-PA	37043	FALSE	0	
INDIANA(PA)	INDIANA	PA	2	INDIANA-PA	26063	FALSE	0	
LEHIGH(PA)	LEHIGH	PA	2	LEHIGH-PA	16077	FALSE	0	
LYCOMING(PA)	LYCOMING	PA	2	LYCOMING-PA	46081	FALSE	0	
SOMERSET(PA)	SOMERSET	PA	2	SOMERSET-PA	48111	FALSE	0	
VENANGO(PA)	VENANGO	PA	2	VENANGO-PA	06121	FALSE	0	
BEDFORD(PA)	BEDFORD	PA	1	BEDFORD-PA	47009	FALSE	0	
CARBON(PA)	CARBON	PA	1	CARBON-PA	49025	FALSE	0	
CENTRE(PA)	CENTRE	PA	1	CENTRE-PA	19027	FALSE	0	
CLARION(PA)	CLARION	PA	1	CLARION-PA	05031	FALSE	0	
CLINTON(PA)	CLINTON	PA	1	CLINTON-PA	20035	FALSE	0	
COLUMBIA(PA)	COLUMBIA	PA	1	COLUMBIA-PA	53037	FALSE	0	
CRAWFORD(PA)	CRAWFORD	PA	1	CRAWFORD-PA	55039	FALSE	0	
ELK(PA)	ELK	PA	1	ELK-PA	18047	FALSE	0	
GREENE(PA)	GREENE	PA	1	GREENE-PA	47059	FALSE	0	
JUNIATA(PA)	JUNIATA	PA	1	JUNIATA-PA	26067	FALSE	0	
LACKAWANNA(PA)	LACKAWANNA	PA	1	LACKAWANNA-PA	29069	FALSE	0	
NORTHUMBERLAND(PA)	NORTHUMBERLAND	PA	1	NORTHUMBERLAND-PA	51097	FALSE	0	
SNYDER(PA)	SNYDER	PA	1	SNYDER-PA	35109	FALSE	0	
WARREN(PA)	WARREN	PA	1	WARREN-PA	47123	FALSE	0	
WAYNE(PA)	WAYNE	PA	1	WAYNE-PA	47127	FALSE	0	
CLACKAMAS(OR)	CLACKAMAS	OR	7	CLACKAMAS-OR	22005	FALSE	0	
MULTNOMAH(OR)	MULTNOMAH	OR	6	MULTNOMAH-OR	13051	FALSE	0	
MARION(OR)	MARION	OR	5	MARION-OR	45047	FALSE	0	
DOUGLAS(OR)	DOUGLAS	OR	4	DOUGLAS-OR	46019	FALSE	0	
JACKSON(OR)	JACKSON	OR	3	JACKSON-OR	46029	FALSE	0	
DESCHUTES(OR)	DESCHUTES	OR	2	DESCHUTES-OR	05017	FALSE	0	
LANE(OR)	LANE	OR	2	LANE-OR	55039	FALSE	0	
MALHEUR(OR)	MALHEUR	OR	2	MALHEUR-OR	51045	FALSE	0	
UNION(OR)	UNION	OR	2	UNION-OR	42061	FALSE	0	
BENTON(OR)	BENTON	OR	1	BENTON-OR	47003	FALSE	0	
COOS(OR)	COOS	OR	1	COOS-OR	01011	FALSE	0	
HOOD RIVER(OR)	HOOD RIVER	OR	1	HOOD RIVER-OR	48027	FALSE	0	
JOSEPHINE(OR)	JOSEPHINE	OR	1	JOSEPHINE-OR	49033	FALSE	0	
KLAMATH(OR)	KLAMATH	OR	1	KLAMATH-OR	48035	FALSE	0	
LINN(OR)	LINN	OR	1	LINN-OR	48043	FALSE	0	
WASHINGTON(OR)	WASHINGTON	OR	1	WASHINGTON-OR	42067	FALSE	0	
OKLAHOMA(OK)	OKLAHOMA	OK	58	OKLAHOMA-OK	40109	FALSE	0	
TULSA(OK)	TULSA	OK	44	TULSA-OK	28143	FALSE	0	
COMANCHE(OK)	COMANCHE	OK	21	COMANCHE-OK	48031	FALSE	0	
MAYES(OK)	MAYES	OK	11	MAYES-OK	40097	FALSE	0	
STEPHENS(OK)	STEPHENS	OK	9	STEPHENS-OK	48137	FALSE	0	
PONTOTOC(OK)	PONTOTOC	OK	7	PONTOTOC-OK	05123	FALSE	0	
MUSKOGEE(OK)	MUSKOGEE	OK	5	MUSKOGEE-OK	30101	FALSE	0	
ROGERS(OK)	ROGERS	OK	5	ROGERS-OK	38131	FALSE	0	
CANADIAN(OK)	CANADIAN	OK	4	CANADIAN-OK	13017	FALSE	0	
CLEVELAND(OK)	CLEVELAND	OK	4	CLEVELAND-OK	13027	FALSE	0	
JACKSON(OK)	JACKSON	OK	4	JACKSON-OK	41065	FALSE	0	
MCCURTAIN(OK)	MCCURTAIN	OK	4	MCCURTAIN-OK	29089	FALSE	0	
POTTAWATOMIE(OK)	POTTAWATOMIE	OK	4	POTTAWATOMIE-OK	19125	FALSE	0	
WASHINGTON(OK)	WASHINGTON	OK	4	WASHINGTON-OK	41147	FALSE	0	
BRYAN(OK)	BRYAN	OK	2	BRYAN-OK	19013	FALSE	0	
CREEK(OK)	CREEK	OK	2	CREEK-OK	01037	FALSE	0	
OKMULGEE(OK)	OKMULGEE	OK	2	OKMULGEE-OK	28111	FALSE	0	
PAYNE(OK)	PAYNE	OK	2	PAYNE-OK	13119	FALSE	0	
ATOKA(OK)	ATOKA	OK	1	ATOKA-OK	28005	FALSE	0	
CRAIG(OK)	CRAIG	OK	1	CRAIG-OK	51035	FALSE	0	
CUSTER(OK)	CUSTER	OK	1	CUSTER-OK	46039	FALSE	0	
DELAWARE(OK)	DELAWARE	OK	1	DELAWARE-OK	42041	FALSE	0	
KAY(OK)	KAY	OK	1	KAY-OK	31071	FALSE	0	
LE FLORE(OK)	LE FLORE	OK	1	LE FLORE-OK	27079	FALSE	0	
LINCOLN(OK)	LINCOLN	OK	1	LINCOLN-OK	41081	FALSE	0	
OSAGE(OK)	OSAGE	OK	1	OSAGE-OK	20113	FALSE	0	
OTTAWA(OK)	OTTAWA	OK	1	OTTAWA-OK	27115	FALSE	0	
SEMINOLE(OK)	SEMINOLE	OK	1	SEMINOLE-OK	36133	FALSE	0	
SEQUOYAH(OK)	SEQUOYAH	OK	1	SEQUOYAH-OK	05135	FALSE	0	
TEXAS(OK)	TEXAS	OK	1	TEXAS-OK	31139	FALSE	0	
WAGONER(OK)	WAGONER	OK	1	WAGONER-OK	53145	FALSE	0	
WOODS(OK)	WOODS	OK	1	WOODS-OK	20151	FALSE	0	
WOODWARD(OK)	WOODWARD	OK	1	WOODWARD-OK	25153	FALSE	0	
FRANKLIN(OH)	FRANKLIN	OH	156	FRANKLIN-OH	42049	FALSE	0	
HAMILTON(OH)	HAMILTON	OH	72	HAMILTON-OH	47061	FALSE	0	
MONTGOMERY(OH)	MONTGOMERY	OH	69	MONTGOMERY-OH	42113	FALSE	0	
ASHLAND(OH)	ASHLAND	OH	39	ASHLAND-OH	55005	FALSE	0	
BUTLER(OH)	BUTLER	OH	39	BUTLER-OH	42017	FALSE	0	
CUYAHOGA(OH)	CUYAHOGA	OH	38	CUYAHOGA-OH	13035	FALSE	0	
MAHONING(OH)	MAHONING	OH	36	MAHONING-OH	40099	FALSE	0	
LORAIN(OH)	LORAIN	OH	34	LORAIN-OH	35093	FALSE	0	
MIAMI(OH)	MIAMI	OH	34	MIAMI-OH	09109	FALSE	0	
GALLIA(OH)	GALLIA	OH	30	GALLIA-OH	48053	FALSE	0	
RICHLAND(OH)	RICHLAND	OH	29	RICHLAND-OH	45139	FALSE	0	
LUCAS(OH)	LUCAS	OH	26	LUCAS-OH	26095	FALSE	0	
GREENE(OH)	GREENE	OH	25	GREENE-OH	42057	FALSE	0	
CLERMONT(OH)	CLERMONT	OH	23	CLERMONT-OH	05025	FALSE	0	
LAKE(OH)	LAKE	OH	23	LAKE-OH	41085	FALSE	0	
FAYETTE(OH)	FAYETTE	OH	21	FAYETTE-OH	42047	FALSE	0	
SHELBY(OH)	SHELBY	OH	20	SHELBY-OH	47149	FALSE	0	
SUMMIT(OH)	SUMMIT	OH	20	SUMMIT-OH	49153	FALSE	0	
WARREN(OH)	WARREN	OH	20	WARREN-OH	42165	FALSE	0	
CLARK(OH)	CLARK	OH	18	CLARK-OH	46023	FALSE	0	
WAYNE(OH)	WAYNE	OH	18	WAYNE-OH	42169	FALSE	0	
STARK(OH)	STARK	OH	17	STARK-OH	18151	FALSE	0	
LICKING(OH)	LICKING	OH	16	LICKING-OH	01089	FALSE	0	
MARION(OH)	MARION	OH	16	MARION-OH	41101	FALSE	0	
ALLEN(OH)	ALLEN	OH	14	ALLEN-OH	45003	FALSE	0	
LOGAN(OH)	LOGAN	OH	14	LOGAN-OH	40091	FALSE	0	
WOOD(OH)	WOOD	OH	13	WOOD-OH	48173	FALSE	0	
ERIE(OH)	ERIE	OH	12	ERIE-OH	42043	FALSE	0	
LAWRENCE(OH)	LAWRENCE	OH	12	LAWRENCE-OH	42087	FALSE	0	
SCIOTO(OH)	SCIOTO	OH	11	SCIOTO-OH	29145	FALSE	0	
CHAMPAIGN(OH)	CHAMPAIGN	OH	9	CHAMPAIGN-OH	29021	FALSE	0	
FULTON(OH)	FULTON	OH	9	FULTON-OH	42051	FALSE	0	
MEDINA(OH)	MEDINA	OH	9	MEDINA-OH	48103	FALSE	0	
AUGLAIZE(OH)	AUGLAIZE	OH	8	AUGLAIZE-OH	51011	FALSE	0	
HANCOCK(OH)	HANCOCK	OH	8	HANCOCK-OH	47063	FALSE	0	
JACKSON(OH)	JACKSON	OH	8	JACKSON-OH	40079	FALSE	0	
PORTAGE(OH)	PORTAGE	OH	8	PORTAGE-OH	55133	FALSE	0	
TRUMBULL(OH)	TRUMBULL	OH	8	TRUMBULL-OH	54155	FALSE	0	
GEAUGA(OH)	GEAUGA	OH	7	GEAUGA-OH	16055	FALSE	0	
HIGHLAND(OH)	HIGHLAND	OH	7	HIGHLAND-OH	51071	FALSE	0	
HOCKING(OH)	HOCKING	OH	7	HOCKING-OH	48073	FALSE	0	
CLINTON(OH)	CLINTON	OH	6	CLINTON-OH	42027	FALSE	0	
CRAWFORD(OH)	CRAWFORD	OH	6	CRAWFORD-OH	42033	FALSE	0	
PREBLE(OH)	PREBLE	OH	6	PREBLE-OH	28135	FALSE	0	
WILLIAMS(OH)	WILLIAMS	OH	6	WILLIAMS-OH	51171	FALSE	0	
ASHTABULA(OH)	ASHTABULA	OH	5	ASHTABULA-OH	53007	FALSE	0	
PIKE(OH)	PIKE	OH	5	PIKE-OH	42131	FALSE	0	
ROSS(OH)	ROSS	OH	5	ROSS-OH	69141	FALSE	0	
ATHENS(OH)	ATHENS	OH	4	ATHENS-OH	13009	FALSE	0	
HURON(OH)	HURON	OH	4	HURON-OH	46077	FALSE	0	
JEFFERSON(OH)	JEFFERSON	OH	4	JEFFERSON-OH	40081	FALSE	0	
MERCER(OH)	MERCER	OH	4	MERCER-OH	42107	FALSE	0	
SANDUSKY(OH)	SANDUSKY	OH	4	SANDUSKY-OH	17143	FALSE	0	
SENECA(OH)	SENECA	OH	4	SENECA-OH	47147	FALSE	0	
UNION(OH)	UNION	OH	4	UNION-OH	41159	FALSE	0	
ADAMS(OH)	ADAMS	OH	3	ADAMS-OH	42001	FALSE	0	
BELMONT(OH)	BELMONT	OH	3	BELMONT-OH	27013	FALSE	0	
CARROLL(OH)	CARROLL	OH	3	CARROLL-OH	47019	FALSE	0	
COLUMBIANA(OH)	COLUMBIANA	OH	3	COLUMBIANA-OH	37029	FALSE	0	
DEFIANCE(OH)	DEFIANCE	OH	3	DEFIANCE-OH	01039	FALSE	0	
DELAWARE(OH)	DELAWARE	OH	3	DELAWARE-OH	40041	FALSE	0	
FAIRFIELD(OH)	FAIRFIELD	OH	3	FAIRFIELD-OH	45045	FALSE	0	
PICKAWAY(OH)	PICKAWAY	OH	3	PICKAWAY-OH	01129	FALSE	0	
BROWN(OH)	BROWN	OH	2	BROWN-OH	46015	FALSE	0	
DARKE(OH)	DARKE	OH	2	DARKE-OH	45037	FALSE	0	
GUERNSEY(OH)	GUERNSEY	OH	2	GUERNSEY-OH	37059	FALSE	0	
MADISON(OH)	MADISON	OH	2	MADISON-OH	47097	FALSE	0	
MEIGS(OH)	MEIGS	OH	2	MEIGS-OH	47105	FALSE	0	
MUSKINGUM(OH)	MUSKINGUM	OH	2	MUSKINGUM-OH	40119	FALSE	0	
PAULDING(OH)	PAULDING	OH	2	PAULDING-OH	20125	FALSE	0	
PUTNAM(OH)	PUTNAM	OH	2	PUTNAM-OH	47137	FALSE	0	
TUSCARAWAS(OH)	TUSCARAWAS	OH	2	TUSCARAWAS-OH	26157	FALSE	0	
VAN WERT(OH)	VAN WERT	OH	2	VAN WERT-OH	48161	FALSE	0	
COSHOCTON(OH)	COSHOCTON	OH	1	COSHOCTON-OH	08031	FALSE	0	
HOLMES(OH)	HOLMES	OH	1	HOLMES-OH	29075	FALSE	0	
KNOX(OH)	KNOX	OH	1	KNOX-OH	47083	FALSE	0	
MORGAN(OH)	MORGAN	OH	1	MORGAN-OH	47115	FALSE	0	
NOBLE(OH)	NOBLE	OH	1	NOBLE-OH	40121	FALSE	0	
PERRY(OH)	PERRY	OH	1	PERRY-OH	42127	FALSE	0	
WASHINGTON(OH)	WASHINGTON	OH	1	WASHINGTON-OH	40167	FALSE	0	
ERIE(NY)	ERIE	NY	14	ERIE-NY	39029	FALSE	0	
NASSAU(NY)	NASSAU	NY	14	NASSAU-NY	22059	FALSE	0	
